Entry	Status	Protein names	Gene names  (primary )	Gene names	Annotation	Keywords	Gene ontology (cellular component)
A0A1U7Q5C1	unreviewed	Olfactory receptor	LOC101837207	LOC101837207	2 out of 5	Cell membrane;G-protein coupled receptor;Membrane;Olfaction;Receptor;Reference proteome;Sensory transduction;Transducer;Transmembrane;Transmembrane helix	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
A0A1U7QQW7	unreviewed	Vomeronasal type-1 receptor	LOC101825004	LOC101825004	2 out of 5	Cell membrane;G-protein coupled receptor;Membrane;Pheromone response;Receptor;Reference proteome;Transducer;Transmembrane;Transmembrane helix	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
A0A1U7QAQ1	unreviewed	Voltage-dependent L-type calcium channel subunit alpha	Cacna1d	Cacna1d CACH3 Cach3b CaCh3d CACN4 CACNL1A2 CCHL1A2	3 out of 5	Calcium;Calcium channel;Calcium transport;Coiled coil;Ion channel;Ion transport;Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport;Voltage-gated channel	voltage-gated calcium channel complex [GO:0005891]
A0A1U8BT74	unreviewed	Integrin beta	Itgb2	Itgb2	2 out of 5	Cell adhesion;Disulfide bond;Integrin;Membrane;Reference proteome;Signal;Transmembrane;Transmembrane helix	integrin complex [GO:0008305]
A0A1U7QKB7	unreviewed	Olfactory receptor	LOC101825413	LOC101825413	2 out of 5	Cell membrane;G-protein coupled receptor;Membrane;Olfaction;Receptor;Reference proteome;Sensory transduction;Transducer;Transmembrane;Transmembrane helix	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
A0A3Q0CI86	unreviewed	Voltage-dependent L-type calcium channel subunit alpha	Cacna1c	Cacna1c	2 out of 5	Calcium;Calcium channel;Calcium transport;Coiled coil;Ion channel;Ion transport;Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport;Voltage-gated channel	voltage-gated calcium channel complex [GO:0005891]
A0A1U7QVW1	unreviewed	Olfactory receptor	LOC101829708	LOC101829708	2 out of 5	Cell membrane;G-protein coupled receptor;Membrane;Olfaction;Receptor;Reference proteome;Sensory transduction;Transducer;Transmembrane;Transmembrane helix	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
A0A1U7R938	unreviewed	leucine-rich repeat-containing protein 26	Lrrc26	Lrrc26	2 out of 5	Leucine-rich repeat;Membrane;Reference proteome;Repeat;Signal;Transmembrane;Transmembrane helix	voltage-gated potassium channel complex [GO:0008076]
A0A1U8BHR9	unreviewed	Olfactory receptor	LOC101830224	LOC101830224	2 out of 5	Cell membrane;G-protein coupled receptor;Membrane;Olfaction;Receptor;Reference proteome;Sensory transduction;Transducer;Transmembrane;Transmembrane helix	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
A0A1U7QCF1	unreviewed	protocadherin-8 isoform X2	Pcdh8	Pcdh8	2 out of 5	Calcium;Cell adhesion;Membrane;Reference proteome;Repeat;Signal;Transmembrane;Transmembrane helix	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
A0A1U8BMJ0	unreviewed	neogenin isoform X4	Neo1	Neo1	2 out of 5	Membrane;Reference proteome;Repeat;Signal;Transmembrane;Transmembrane helix	integral component of plasma membrane [GO:0005887]
A0A3Q0CNT8	unreviewed	olfactory receptor 149 isoform X2	LOC101840085	LOC101840085	1 out of 5	Cell membrane;G-protein coupled receptor;Membrane;Olfaction;Receptor;Reference proteome;Sensory transduction;Transducer;Transmembrane;Transmembrane helix	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
A0A1U8BXM3	unreviewed	protocadherin-7 isoform X5	Pcdh7	Pcdh7	2 out of 5	Calcium;Cell adhesion;Membrane;Reference proteome;Repeat;Signal;Transmembrane;Transmembrane helix	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
A0A1U7RHQ7	unreviewed	Olfactory receptor	LOC101837763	LOC101837763	2 out of 5	Cell membrane;G-protein coupled receptor;Membrane;Olfaction;Receptor;Reference proteome;Sensory transduction;Transducer;Transmembrane;Transmembrane helix	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
A0A1U7R5Z1	unreviewed	Olfactory receptor	LOC101843015	LOC101843015	2 out of 5	Cell membrane;G-protein coupled receptor;Membrane;Olfaction;Receptor;Reference proteome;Sensory transduction;Transducer;Transmembrane;Transmembrane helix	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
A0A1U7QJW0	unreviewed	Claudin	Cldn15	Cldn15	2 out of 5	Cell junction;Cell membrane;Membrane;Reference proteome;Tight junction;Transmembrane;Transmembrane helix	bicellular tight junction [GO:0005923]; integral component of membrane [GO:0016021]; lateral plasma membrane [GO:0016328]
A0A1U8BF96	unreviewed	Olfactory receptor	LOC106020828	LOC106020828	2 out of 5	Cell membrane;G-protein coupled receptor;Membrane;Olfaction;Receptor;Reference proteome;Sensory transduction;Transducer;Transmembrane;Transmembrane helix	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
A0A3Q0D0Z7	unreviewed	Adenylate cyclase (EC 4.6.1.1)	Adcy7	Adcy7	3 out of 5	ATP-binding;Lyase;Magnesium;Manganese;Membrane;Metal-binding;Nucleotide-binding;Reference proteome;Transmembrane;Transmembrane helix;cAMP biosynthesis	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
A0A1U7QT85	unreviewed	syntenin-2 isoform X1	Sdcbp2	Sdcbp2	2 out of 5	Reference proteome	cytoplasm [GO:0005737]; nuclear speck [GO:0016607]; nucleolus [GO:0005730]; plasma membrane [GO:0005886]
A0A1U8CEF7	unreviewed	stonin-1	Ston1	Ston1	2 out of 5	Endocytosis;Reference proteome	cell leading edge [GO:0031252]; cell projection [GO:0042995]; clathrin-coated pit [GO:0005905]
A0A3Q0D5Y9	unreviewed	Sodium channel protein	Scn2a	Scn2a	2 out of 5	Coiled coil;Ion channel;Ion transport;Membrane;Reference proteome;Sodium;Sodium channel;Sodium transport;Transmembrane;Transmembrane helix;Transport;Voltage-gated channel	voltage-gated sodium channel complex [GO:0001518]
A0A1U7QWD2	unreviewed	glutamate receptor ionotropic, delta-2	Grid2	Grid2	3 out of 5	Cell junction;Cell membrane;Ion channel;Ion transport;Ligand-gated ion channel;Membrane;Postsynaptic cell membrane;Receptor;Reference proteome;Signal;Synapse;Transmembrane;Transmembrane helix;Transport	dendritic spine [GO:0043197]; glutamatergic synapse [GO:0098978]; integral component of postsynaptic density membrane [GO:0099061]; ionotropic glutamate receptor complex [GO:0008328]; parallel fiber to Purkinje cell synapse [GO:0098688]
A0A1U7QCA1	unreviewed	Olfactory receptor	LOC101842300	LOC101842300	2 out of 5	Cell membrane;G-protein coupled receptor;Membrane;Olfaction;Receptor;Reference proteome;Sensory transduction;Transducer;Transmembrane;Transmembrane helix	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
A0A1U7QDI1	unreviewed	Voltage-dependent calcium channel gamma-4 subunit	Cacng4	Cacng4	2 out of 5	Calcium;Calcium channel;Calcium transport;Ion channel;Ion transport;Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport;Voltage-gated channel	AMPA glutamate receptor complex [GO:0032281]; glutamatergic synapse [GO:0098978]; L-type voltage-gated calcium channel complex [GO:1990454]; somatodendritic compartment [GO:0036477]
A0A1U7QMS7	unreviewed	Olfactory receptor	LOC101836098	LOC101836098	2 out of 5	Cell membrane;G-protein coupled receptor;Membrane;Olfaction;Receptor;Reference proteome;Sensory transduction;Transducer;Transmembrane;Transmembrane helix	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
A0A1U8CFE2	unreviewed	voltage-dependent T-type calcium channel subunit alpha-1H isoform X1	Cacna1h	Cacna1h	1 out of 5	Coiled coil;Membrane;Reference proteome;Transmembrane;Transmembrane helix	voltage-gated calcium channel complex [GO:0005891]
A0A3Q0DDL5	unreviewed	solute carrier family 12 member 7 isoform X1	Slc12a7	Slc12a7	1 out of 5	Membrane;Reference proteome;Transmembrane;Transmembrane helix	cell [GO:0005623]; integral component of plasma membrane [GO:0005887]
A0A1U8C944	unreviewed	potassium voltage-gated channel subfamily KQT member 2 isoform X1	Kcnq2	Kcnq2	1 out of 5	Ion channel;Ion transport;Membrane;Potassium;Potassium channel;Potassium transport;Reference proteome;Transmembrane;Transmembrane helix;Transport	voltage-gated potassium channel complex [GO:0008076]
A0A1U7QKG9	unreviewed	gamma-aminobutyric acid receptor subunit gamma-1	Gabrg1	Gabrg1	2 out of 5	Cell membrane;Disulfide bond;Ion channel;Ion transport;Membrane;Receptor;Reference proteome;Signal;Transmembrane;Transmembrane helix;Transport	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
A0A1U7QBR6	unreviewed	transmembrane protein 198	Tmem198	Tmem198	1 out of 5	Membrane;Reference proteome;Transmembrane;Transmembrane helix	cytoplasmic vesicle [GO:0031410]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
A0A1U7Q381	unreviewed	Olfactory receptor	LOC101843725	LOC101843725	2 out of 5	Cell membrane;G-protein coupled receptor;Membrane;Olfaction;Receptor;Reference proteome;Sensory transduction;Transducer;Transmembrane;Transmembrane helix	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
A0A3Q0CUX6	unreviewed	Voltage-dependent T-type calcium channel subunit alpha	Cacna1g	Cacna1g	2 out of 5	Calcium;Calcium channel;Calcium transport;Coiled coil;Ion channel;Ion transport;Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport;Voltage-gated channel	voltage-gated calcium channel complex [GO:0005891]
A0A1U8C1W9	unreviewed	Urea transporter	Slc14a1	Slc14a1	2 out of 5	Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport	integral component of plasma membrane [GO:0005887]
A0A1U7QDJ5	unreviewed	ephrin type-A receptor 3 isoform X2	Epha3	Epha3	2 out of 5	ATP-binding;Kinase;Membrane;Nucleotide-binding;Receptor;Reference proteome;Repeat;Signal;Transferase;Transmembrane;Transmembrane helix;Tyrosine-protein kinase	integral component of plasma membrane [GO:0005887]
A0A1U7Q770	unreviewed	uroplakin-1b isoform X2	Upk1b	Upk1b	1 out of 5	Membrane;Reference proteome;Transmembrane;Transmembrane helix	apical plasma membrane urothelial plaque [GO:0120001]
A0A1U7Q7E7	unreviewed	Olfactory receptor	LOC101843445	LOC101843445	2 out of 5	Cell membrane;G-protein coupled receptor;Membrane;Olfaction;Receptor;Reference proteome;Sensory transduction;Transducer;Transmembrane;Transmembrane helix	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
A0A1U8BLZ2	unreviewed	neogenin isoform X3	Neo1	Neo1	2 out of 5	Membrane;Reference proteome;Repeat;Signal;Transmembrane;Transmembrane helix	integral component of plasma membrane [GO:0005887]
A0A1U7R4T9	unreviewed	multidrug resistance-associated protein 4 isoform X1	Abcc4	Abcc4	2 out of 5	ATP-binding;Membrane;Nucleotide-binding;Reference proteome;Transmembrane;Transmembrane helix	apical plasma membrane [GO:0016324]; basolateral plasma membrane [GO:0016323]; integral component of membrane [GO:0016021]; platelet dense granule membrane [GO:0031088]
A0A1U7QZH9	unreviewed	bifunctional glutamate/proline--tRNA ligase	Eprs	Eprs	3 out of 5	Coiled coil;Ligase;Reference proteome	aminoacyl-tRNA synthetase multienzyme complex [GO:0017101]; cytosol [GO:0005829]; GAIT complex [GO:0097452]; plasma membrane [GO:0005886]; ribonucleoprotein complex [GO:1990904]
A0A3Q0CQ81	unreviewed	Integrin beta	Itgb4	Itgb4	2 out of 5	Cell adhesion;Integrin;Membrane;Reference proteome;Signal;Transmembrane;Transmembrane helix	integrin complex [GO:0008305]
A0A3Q0D776	unreviewed	Olfactory receptor	LOC101824984	LOC101824984	2 out of 5	Cell membrane;G-protein coupled receptor;Membrane;Olfaction;Receptor;Reference proteome;Sensory transduction;Transducer;Transmembrane;Transmembrane helix	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
A0A1U7QXG6	unreviewed	APC membrane recruitment protein 1	Amer1	Amer1	2 out of 5	Reference proteome	nuclear body [GO:0016604]; plasma membrane [GO:0005886]
A0A1U7QGB3	unreviewed	solute carrier family 12 member 7 isoform X3	Slc12a7	Slc12a7	2 out of 5	Membrane;Reference proteome;Transmembrane;Transmembrane helix	cell [GO:0005623]; integral component of plasma membrane [GO:0005887]; protein-containing complex [GO:0032991]
A0A1U8CNF7	unreviewed	volume-regulated anion channel subunit LRRC8E	Lrrc8e	Lrrc8e	1 out of 5	Membrane;Reference proteome;Transmembrane;Transmembrane helix	cytoplasm [GO:0005737]; integral component of plasma membrane [GO:0005887]; ion channel complex [GO:0034702]
A0A1U8CFK1	unreviewed	uncharacterized protein C1orf101 homolog	Catspere	Catspere	1 out of 5	Membrane;Reference proteome;Transmembrane;Transmembrane helix	CatSper complex [GO:0036128]
A0A3Q0D5W8	unreviewed	Olfactory receptor	LOC101836667	LOC101836667	2 out of 5	Cell membrane;G-protein coupled receptor;Membrane;Olfaction;Receptor;Reference proteome;Sensory transduction;Transducer;Transmembrane;Transmembrane helix	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
A0A1U7QY95	unreviewed	ras-related protein Rab-11A	Rab11a	Rab11a	4 out of 5	Reference proteome	axon [GO:0030424]; cell [GO:0005623]; centriolar satellite [GO:0034451]; cleavage furrow [GO:0032154]; extracellular exosome [GO:0070062]; glutamatergic synapse [GO:0098978]; kinetochore microtubule [GO:0005828]; multivesicular body [GO:0005771]; perinuclear region of cytoplasm [GO:0048471]; phagocytic vesicle [GO:0045335]; postsynaptic recycling endosome [GO:0098837]; protein-containing complex [GO:0032991]; spindle pole [GO:0000922]; trans-Golgi network [GO:0005802]
A0A1U7Q3T4	unreviewed	BAG family molecular chaperone regulator 4 isoform X2	Bag4	Bag4	3 out of 5	Reference proteome	cytosol [GO:0005829]; nucleus [GO:0005634]; plasma membrane [GO:0005886]
A0A1U8C3I2	unreviewed	Olfactory receptor	LOC101823115	LOC101823115	2 out of 5	Cell membrane;G-protein coupled receptor;Membrane;Olfaction;Receptor;Reference proteome;Sensory transduction;Transducer;Transmembrane;Transmembrane helix	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
A0A1U7QU84	unreviewed	brother of CDO isoform X4	Boc	Boc	2 out of 5	Immunoglobulin domain;Membrane;Reference proteome;Repeat;Signal;Transmembrane;Transmembrane helix	integral component of plasma membrane [GO:0005887]
A0A1U7R713	unreviewed	Olfactory receptor	LOC101825169	LOC101825169	2 out of 5	Cell membrane;G-protein coupled receptor;Membrane;Olfaction;Receptor;Reference proteome;Sensory transduction;Transducer;Transmembrane;Transmembrane helix	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
A0A3Q0CF29	unreviewed	Olfactory receptor	LOC101841247	LOC101841247	2 out of 5	Cell membrane;G-protein coupled receptor;Membrane;Olfaction;Receptor;Reference proteome;Sensory transduction;Transducer;Transmembrane;Transmembrane helix	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
A0A1U7QMT2	unreviewed	Olfactory receptor	LOC101838474	LOC101838474	2 out of 5	Cell membrane;G-protein coupled receptor;Membrane;Olfaction;Receptor;Reference proteome;Sensory transduction;Transducer;Transmembrane;Transmembrane helix	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
A0A1U7Q5C5	unreviewed	Olfactory receptor	LOC101842029	LOC101842029	2 out of 5	Cell membrane;G-protein coupled receptor;Membrane;Olfaction;Receptor;Reference proteome;Sensory transduction;Transducer;Transmembrane;Transmembrane helix	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
A0A1U7RF65	unreviewed	Olfactory receptor	LOC101836678	LOC101836678	2 out of 5	Cell membrane;G-protein coupled receptor;Membrane;Olfaction;Receptor;Reference proteome;Sensory transduction;Transducer;Transmembrane;Transmembrane helix	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
A0A1U7QMD7	unreviewed	semaphorin-6A isoform X1	Sema6a	Sema6a	2 out of 5	Membrane;Reference proteome;Signal;Transmembrane;Transmembrane helix	integral component of plasma membrane [GO:0005887]
A0A3Q0CXM3	unreviewed	potassium voltage-gated channel subfamily KQT member 2 isoform X3	Kcnq2	Kcnq2	1 out of 5	Ion channel;Ion transport;Membrane;Potassium;Potassium channel;Potassium transport;Reference proteome;Transmembrane;Transmembrane helix;Transport	voltage-gated potassium channel complex [GO:0008076]
A0A1U7QNA2	unreviewed	Olfactory receptor	LOC101832041	LOC101832041	2 out of 5	Cell membrane;G-protein coupled receptor;Membrane;Olfaction;Receptor;Reference proteome;Sensory transduction;Transducer;Transmembrane;Transmembrane helix	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
A0A1U7QPI3	unreviewed	Olfactory receptor	LOC101837257	LOC101837257	2 out of 5	Cell membrane;G-protein coupled receptor;Membrane;Olfaction;Receptor;Reference proteome;Sensory transduction;Transducer;Transmembrane;Transmembrane helix	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
A0A1U7QND9	unreviewed	Olfactory receptor	LOC101825748	LOC101825748	2 out of 5	Cell membrane;G-protein coupled receptor;Membrane;Olfaction;Receptor;Reference proteome;Sensory transduction;Transducer;Transmembrane;Transmembrane helix	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
A0A1U8CAA4	unreviewed	alpha-1A adrenergic receptor isoform X3	Adra1a	Adra1a	1 out of 5	Cell membrane;G-protein coupled receptor;Membrane;Receptor;Reference proteome;Transducer;Transmembrane;Transmembrane helix	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
A0A3Q0D4F1	unreviewed	Bardet-Biedl syndrome 2 protein homolog	Bbs2	Bbs2	2 out of 5	Cell membrane;Cell projection;Cilium;Coiled coil;Cytoplasm;Cytoskeleton;Membrane;Reference proteome	BBSome [GO:0034464]; ciliary membrane [GO:0060170]; cytoplasm [GO:0005737]; microtubule organizing center [GO:0005815]
A0A1U8CNY8	unreviewed	Vomeronasal type-1 receptor	LOC106022600	LOC106022600	2 out of 5	Cell membrane;G-protein coupled receptor;Membrane;Pheromone response;Receptor;Reference proteome;Transducer;Transmembrane;Transmembrane helix	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
